"행정구역","2019년01월_남_총인구수","2019년01월_남_연령구간인구수","2019년01월_남_0~9세","2019년01월_남_10~19세","2019년01월_남_20~29세","2019년01월_남_30~39세","2019년01월_남_40~49세","2019년01월_남_50~59세","2019년01월_남_60~69세","2019년01월_남_70~79세","2019년01월_남_80~89세","2019년01월_남_90~99세","2019년01월_남_100세 이상","2019년01월_여_총인구수","2019년01월_여_연령구간인구수","2019년01월_여_0~9세","2019년01월_여_10~19세","2019년01월_여_20~29세","2019년01월_여_30~39세","2019년01월_여_40~49세","2019년01월_여_50~59세","2019년01월_여_60~69세","2019년01월_여_70~79세","2019년01월_여_80~89세","2019년01월_여_90~99세","2019년01월_여_100세 이상"
"경상남도 함안군 (4873000000)","33,876","33,876","2,520","3,305","3,506","3,525","5,531","6,380","5,196","2,763","1,066","82","2","33,071","33,071","2,497","2,981","2,701","3,347","4,542","5,335","4,869","3,840","2,625","328","6"
"경상남도 함안군 가야읍(4873025000)","9,718","9,718","820","1,129","1,218","1,152","1,585","1,750","1,233","587","225","19","0","9,619","9,619","753","991","964","1,083","1,515","1,594","1,255","851","536","75","2"
"경상남도 함안군 칠원읍(4873025300)","10,353","10,353","1,155","1,384","989","1,258","2,065","1,667","1,160","518","144","12","1","10,102","10,102","1,216","1,256","797","1,409","1,836","1,483","1,081","605","360","58","1"
"경상남도 함안군 함안면(4873031000)","1,237","1,237","38","76","99","92","146","248","284","167","82","5","0","1,267","1,267","41","63","85","62","105","219","246","236","185","25","0"
"경상남도 함안군 군북면(4873032000)","3,355","3,355","173","184","336","339","448","692","618","384","160","20","1","3,168","3,168","189","153","224","261","247","514","545","554","437","44","0"
"경상남도 함안군 법수면(4873033000)","1,486","1,486","32","58","139","88","203","337","343","194","83","9","0","1,444","1,444","31","35","79","65","103","243","318","324","222","23","1"
"경상남도 함안군 대산면(4873034000)","1,825","1,825","49","84","177","100","221","403","394","269","119","9","0","1,833","1,833","35","79","122","74","125","295","375","416","273","39","0"
"경상남도 함안군 칠서면(4873035000)","2,948","2,948","196","244","287","270","530","592","461","273","90","5","0","2,781","2,781","174","290","217","250","396","439","406","357","227","25","0"
"경상남도 함안군 칠북면(4873036000)","1,060","1,060","14","48","81","68","127","231","253","163","74","1","0","991","991","13","38","63","41","58","159","236","220","147","15","1"
"경상남도 함안군 산인면(4873038000)","1,432","1,432","30","79","148","121","165","347","328","148","64","2","0","1,414","1,414","36","64","116","87","122","300","300","196","177","15","1"
"경상남도 함안군 여항면(4873039000)","462","462","13","19","32","37","41","113","122","60","25","0","0","452","452","9","12","34","15","35","89","107","81","61","9","0"
"경상남도 창녕군 (4874000000)","31,416","31,416","1,923","2,426","3,247","3,183","4,318","6,077","5,445","3,324","1,394","77","2","31,805","31,805","1,770","2,091","2,349","2,659","3,300","5,576","5,548","4,789","3,263","439","21"
"경상남도 창녕군 창녕읍(4874025000)","8,448","8,448","705","882","1,026","1,019","1,285","1,472","1,146","657","246","10","0","8,597","8,597","662","791","837","925","1,142","1,432","1,239","889","614","63","3"
"경상남도 창녕군 남지읍(4874025300)","6,413","6,413","568","532","657","740","1,053","1,153","946","545","207","11","1","6,343","6,343","542","440","468","723","750","1,123","976","771","469","76","5"
"경상남도 창녕군 고암면(4874031000)","1,117","1,117","34","106","94","75","113","187","215","170","114","9","0","1,077","1,077","41","48","56","49","70","163","188","242","185","35","0"
"경상남도 창녕군 성산면(4874032000)","831","831","23","64","70","55","98","180","180","110","45","6","0","906","906","14","20","54","53","82","172","188","166","143","13","1"
"경상남도 창녕군 대합면(4874033000)","2,030","2,030","58","113","214","149","265","442","385","274","123","6","1","1,974","1,974","59","72","116","113","164","324","408","412","273","32","1"
"경상남도 창녕군 이방면(4874034000)","1,296","1,296","52","102","105","109","138","252","256","195","80","7","0","1,378","1,378","39","140","63","78","69","244","267","269","190","17","2"
"경상남도 창녕군 유어면(4874035000)","895","895","27","29","53","77","101","193","191","148","71","5","0","945","945","23","35","39","39","63","129","219","239","133","26","0"
"경상남도 창녕군 대지면(4874036000)","1,348","1,348","99","88","127","135","188","268","230","141","70","2","0","1,289","1,289","71","80","78","103","137","184","232","234","145","21","4"
"경상남도 창녕군 계성면(4874037000)","1,208","1,208","32","51","121","99","148","275","240","165","75","2","0","1,226","1,226","38","34","79","60","96","228","228","247","188","27","1"
"경상남도 창녕군 영산면(4874038000)","2,946","2,946","140","222","342","293","391","628","525","297","104","4","0","2,896","2,896","129","197","230","224","316","568","535","395","271","31","0"
"경상남도 창녕군 장마면(4874039000)","915","915","29","34","66","73","97","189","214","138","72","3","0","975","975","20","24","33","48","62","167","188","237","169","27","0"
"경상남도 창녕군 도천면(4874040000)","1,378","1,378","65","85","121","133","166","297","284","152","69","6","0","1,455","1,455","47","103","111","86","143","272","272","235","160","24","2"
"경상남도 창녕군 길곡면(4874041000)","790","790","26","32","69","62","95","161","188","118","35","4","0","794","794","21","25","44","44","59","158","184","130","112","17","0"
"경상남도 창녕군 부곡면(4874042000)","1,801","1,801","65","86","182","164","180","380","445","214","83","2","0","1,950","1,950","64","82","141","114","147","412","424","323","211","30","2"
"경상남도 고성군 (4882000000)","26,641","26,641","1,593","2,236","2,486","2,638","3,988","5,082","4,469","2,873","1,179","94","3","26,557","26,557","1,549","1,974","1,832","2,160","3,092","4,430","4,485","3,888","2,722","415","10"
"경상남도 고성군 고성읍(4882025000)","12,591","12,591","1,154","1,402","1,352","1,511","2,165","2,195","1,607","863","318","22","2","12,703","12,703","1,123","1,238","1,069","1,438","1,922","2,126","1,751","1,243","684","103","6"
"경상남도 고성군 삼산면(4882031000)","938","938","31","58","50","68","129","182","227","138","51","4","0","892","892","23","41","43","43","62","154","209","182","114","21","0"
"경상남도 고성군 하일면(4882032000)","933","933","18","52","67","71","110","170","198","170","71","6","0","967","967","15","49","49","34","59","134","240","213","147","26","1"
"경상남도 고성군 하이면(4882033000)","1,526","1,526","64","108","156","136","226","307","270","186","66","7","0","1,361","1,361","56","99","98","83","147","241","247","214","152","24","0"
"경상남도 고성군 상리면(4882034000)","806","806","16","39","64","47","82","162","182","140","67","7","0","838","838","16","32","35","47","52","148","149","194","145","20","0"
"경상남도 고성군 대가면(4882035000)","854","854","17","31","56","58","92","169","203","149","69","10","0","841","841","19","39","36","34","53","132","153","178","176","20","1"
"경상남도 고성군 영현면(4882036000)","393","393","10","18","22","26","32","77","82","83","38","5","0","500","500","9","23","19","18","28","62","106","123","94","18","0"
"경상남도 고성군 영오면(4882037000)","735","735","17","38","74","58","93","165","144","97","46","3","0","766","766","26","39","37","39","56","147","130","136","137","18","1"
"경상남도 고성군 개천면(4882038000)","562","562","21","43","42","35","52","92","140","79","51","7","0","601","601","17","33","32","20","34","99","117","111","118","20","0"
"경상남도 고성군 구만면(4882039000)","520","520","12","22","36","32","48","120","126","77","43","3","1","514","514","15","17","24","14","38","77","100","109","104","16","0"
"경상남도 고성군 회화면(4882040000)","1,783","1,783","83","135","165","149","228","351","389","206","73","4","0","1,878","1,878","93","131","129","143","200","318","354","285","189","36","0"
"경상남도 고성군 마암면(4882041000)","944","944","12","32","71","68","118","223","198","157","62","3","0","921","921","12","33","49","32","79","148","195","198","147","28","0"
"경상남도 고성군 동해면(4882042000)","1,682","1,682","44","85","135","128","215","376","348","247","96","8","0","1,576","1,576","37","63","91","64","114","276","334","322","244","31","0"
"경상남도 고성군 거류면(4882043000)","2,374","2,374","94","173","196","251","398","493","355","281","128","5","0","2,199","2,199","88","137","121","151","248","368","400","380","271","34","1"
"경상남도 남해군 (4884000000)","21,055","21,055","941","1,674","2,022","1,481","2,756","4,030","3,826","2,872","1,325","128","0","22,938","22,938","817","1,435","1,409","1,340","2,292","3,710","4,022","4,022","3,261","612","18"
"경상남도 남해군 남해읍(4884025000)","6,450","6,450","482","796","847","605","1,016","1,113","859","515","198","19","0","6,783","6,783","461","710","570","653","1,049","1,120","926","709","486","98","1"
"경상남도 남해군 이동면(4884031000)","1,845","1,845","47","96","169","100","218","387","365","296","153","14","0","2,038","2,038","46","95","111","82","157","337","383","419","346","61","1"
"경상남도 남해군 상주면(4884032000)","815","815","21","61","66","47","90","173","154","126","72","5","0","875","875","13","53","47","37","73","138","158","186","153","17","0"
"경상남도 남해군 삼동면(4884033000)","1,919","1,919","79","117","134","128","236","372","400","297","140","16","0","2,060","2,060","48","82","118","93","177","327","410","401","334","69","1"
"경상남도 남해군 미조면(4884034000)","1,268","1,268","51","104","143","89","151","282","245","147","51","5","0","1,198","1,198","48","95","66","67","136","233","238","170","116","28","1"
"경상남도 남해군 남면(4884035000)","1,705","1,705","52","110","125","86","234","310","336","310","126","16","0","1,970","1,970","26","86","108","73","150","296","367","419","371","68","6"
"경상남도 남해군 서면(4884036000)","1,287","1,287","35","56","93","75","142","274","245","223","132","12","0","1,461","1,461","25","44","56","51","85","198","281","331","332","56","2"
"경상남도 남해군 고현면(4884037000)","1,700","1,700","51","114","141","106","201","326","310","291","142","18","0","1,958","1,958","48","72","114","91","152","295","354","387","369","75","1"
"경상남도 남해군 설천면(4884038000)","1,406","1,406","36","71","112","81","144","273","321","231","127","10","0","1,590","1,590","35","64","69","68","99","253","312","329","294","64","3"
"경상남도 남해군 창선면(4884039000)","2,660","2,660","87","149","192","164","324","520","591","436","184","13","0","3,005","3,005","67","134","150","125","214","513","593","671","460","76","2"
"경상남도 하동군 (4885000000)","23,442","23,442","1,137","1,867","2,383","1,841","3,304","4,733","4,132","2,716","1,210","116","3","23,860","23,860","1,057","1,524","1,721","1,539","2,559","4,159","4,068","3,885","2,829","501","18"
"경상남도 하동군 하동읍(4885025000)","5,100","5,100","332","516","638","468","807","948","757","449","172","13","0","5,289","5,289","314","476","493","450","714","962","753","698","370","58","1"
"경상남도 하동군 화개면(4885031000)","1,713","1,713","54","152","168","119","244","430","277","193","70","5","1","1,640","1,640","48","109","138","94","201","336","266","270","147","29","2"
"경상남도 하동군 악양면(4885032000)","1,833","1,833","68","137","142","118","240","396","362","261","98","11","0","1,888","1,888","60","94","94","88","173","357","337","369","259","56","1"
"경상남도 하동군 적량면(4885033000)","991","991","35","62","96","53","129","205","187","132","84","8","0","1,060","1,060","28","56","57","51","102","178","187","210","171","20","0"
"경상남도 하동군 횡천면(4885034000)","965","965","23","58","80","70","109","200","199","152","64","9","1","1,011","1,011","31","35","62","51","80","189","187","184","160","31","1"
"경상남도 하동군 고전면(4885035000)","1,167","1,167","44","65","101","89","145","233","256","152","73","9","0","1,221","1,221","29","62","74","54","107","199","227","225","203","40","1"
"경상남도 하동군 금남면(4885036000)","1,893","1,893","65","83","216","137","251","413","335","261","126","6","0","1,883","1,883","65","89","135","85","166","322","384","350","231","54","2"
"경상남도 하동군 진교면(4885037000)","3,153","3,153","220","291","315","288","503","581","505","292","146","12","0","3,250","3,250","203","253","228","270","433","503","513","445","342","58","2"
"경상남도 하동군 양보면(4885038000)","915","915","25","39","74","56","119","176","177","159","75","14","1","985","985","23","48","47","37","72","146","184","193","201","34","0"
"경상남도 하동군 북천면(4885039000)","930","930","49","61","66","83","126","168","179","125","65","8","0","995","995","51","40","61","67","82","134","176","187","171","25","1"
"경상남도 하동군 청암면(4885040000)","854","854","41","137","63","46","89","164","183","97","33","1","0","781","781","32","69","49","46","67","138","175","108","83","13","1"
